TF_NAME,Pscan_TERM,MATRIX_ID,Z_SCORE,P_VALUE,SAMPLE_AVERAGE,BACKGROUND_AVERAGE,SAMPLE_DEVSTD,SAMPLE_SIZE,In_original_list,FDR
SP8,SP8,MA0747.1,5.10872,1.46231e-07,0.884002,0.870403,0.0448475,392.0,False,2.0733466785714286e-06
ZFP57,ZFP57,MA1583.1,5.09949,1.52561e-07,0.836542,0.822293,0.0485878,392.0,False,2.125147964912281e-06
KLF16,KLF16,MA0741.1,5.06385,1.85694e-07,0.887885,0.870747,0.0568259,392.0,False,2.542086827586207e-06
ARNT2,ARNT2,MA1464.1,4.99822,2.50263e-07,0.819673,0.803892,0.0642254,392.0,False,3.3679461355932205e-06
GLIS2,GLIS2,MA0736.1,4.93583,3.60505e-07,0.799655,0.7882,0.0400469,392.0,False,4.770682833333333e-06
CTCFL,CTCFL,MA1102.2,4.85039,5.58929e-07,0.85615,0.839568,0.0587438,392.0,False,7.174865741935483e-06
CREB3L4,CREB3L4,MA1475.1,4.83795,5.60254e-07,0.793321,0.780213,0.0592718,392.0,False,7.174865741935483e-06
E2F6,E2F6,MA0471.2,4.81396,6.80556e-07,0.8663,0.852237,0.0468352,392.0,False,8.577166095238096e-06
PAX5,PAX5,MA0014.3,4.80045,7.10532e-07,0.825224,0.813171,0.0458661,392.0,False,8.815037625000002e-06
TFAP2A,TFAP2A,MA0810.1,4.79259,7.60232e-07,0.885613,0.873406,0.0400354,392.0,False,9.286526276923078e-06
BHLHE40,BHLHE40,MA0464.2,4.75962,8.48838e-07,0.824405,0.809721,0.0630623,392.0,False,1.0211778363636365e-05
HIF1A,HIF1A,MA1106.1,4.73063,1.00679e-06,0.848132,0.833935,0.0550253,392.0,False,1.1931212835820894e-05
ZBTB7B,ZBTB7B,MA0694.1,4.6998,1.16619e-06,0.807592,0.796231,0.0455274,392.0,False,1.3616983235294118e-05
SOHLH2,SOHLH2,MA1560.1,4.68671,1.2459e-06,0.816478,0.802357,0.0563584,392.0,False,1.4336878260869566e-05
Zfx,Zfx,MA0146.2,4.61565,1.80221e-06,0.870438,0.855406,0.0543829,392.0,False,2.044221057142857e-05
TFAP2B,TFAP2B,MA0812.1,4.5658,2.29304e-06,0.866101,0.853532,0.0458901,392.0,False,2.56432923943662e-05
BHLHE41,BHLHE41,MA0636.1,4.48854,3.13438e-06,0.788598,0.775543,0.0631726,392.0,False,3.456524611111111e-05
HEY2,HEY2,MA0649.1,4.49368,3.19946e-06,0.82728,0.814695,0.0497277,392.0,False,3.479960602739726e-05
CREB3,CREB3,MA0638.1,4.39466,4.90217e-06,0.770526,0.760337,0.0492771,392.0,False,5.259895918918918e-05
CTCF,CTCF,MA0139.1,4.39019,5.08546e-06,0.789135,0.779428,0.0438902,392.0,False,5.383806986666666e-05
NHLH2,NHLH2,MA1529.1,4.3294,6.84107e-06,0.746918,0.736319,0.0447596,392.0,False,7.147117868421053e-05
Arntl,Arntl,MA0603.1,4.27731,8.41524e-06,0.830353,0.817467,0.0638803,392.0,False,8.566628871794872e-05
ZIC3,ZIC3,MA0697.1,4.28587,8.41558e-06,0.796527,0.786209,0.0417757,392.0,False,8.566628871794872e-05
KLF10,KLF10,MA1511.1,4.24787,9.98569e-06,0.873387,0.861439,0.0489719,392.0,False,0.000100362504556962
ZIC5,ZIC5,MA1584.1,4.20451,1.21721e-05,0.78463,0.774101,0.0424697,392.0,False,0.0001208080925
Arnt,Arnt,MA0004.1,4.14111,1.57521e-05,0.875392,0.86117,0.0669312,392.0,False,0.00015440947407407407
MAZ,MAZ,MA1522.1,4.13051,1.70394e-05,0.893879,0.877914,0.0609741,392.0,False,0.00016499126341463417
TFAP2C,TFAP2C,MA0815.1,4.11749,1.79698e-05,0.822109,0.809526,0.0496828,392.0,False,0.00017190386987951805
ZNF148,ZNF148,MA1653.1,4.08165,2.11726e-05,0.86684,0.850645,0.0602038,392.0,False,0.00020013148095238096
ZBED1,ZBED1,MA0749.1,4.03645,2.43741e-05,0.709714,0.700738,0.0477323,392.0,False,0.00022682456511627906
ZFP42,ZFP42,MA1651.1,4.03023,2.45679e-05,0.74371,0.732999,0.0618241,392.0,False,0.00022682456511627906
ZIC4,ZIC4,MA0751.1,4.04019,2.49145e-05,0.815519,0.806296,0.0394342,392.0,False,0.0002273806091954023
TFEC,TFEC,MA0871.2,4.02839,2.52579e-05,0.807688,0.79543,0.0650522,392.0,False,0.0002278951431818182
TFAP2A,TFAP2A,MA0872.1,4.01917,2.74908e-05,0.81688,0.804318,0.0506418,392.0,False,0.00024525500224719104
ZNF460,ZNF460,MA1596.1,3.97747,3.24256e-05,0.792444,0.777914,0.0649823,392.0,False,0.0002860658488888889
HES7,HES7,MA0822.1,3.96708,3.36879e-05,0.741423,0.730391,0.0514341,392.0,False,0.0002939361824175824
KLF4,KLF4,MA0039.4,3.93986,3.84121e-05,0.893375,0.879556,0.0574558,392.0,False,0.0003315131239130434
KLF13,KLF13,MA0657.1,3.91278,4.24371e-05,0.747986,0.739248,0.0405997,392.0,False,0.0003623124451612903
GMEB2,GMEB2,MA0862.1,3.90433,4.32461e-05,0.823474,0.813104,0.0534633,392.0,False,0.00036529152553191487
TFAP2B,TFAP2B,MA0811.1,3.89566,4.6349e-05,0.8671,0.857551,0.0390291,392.0,False,0.00038738006315789476
TFAP2B,TFAP2B,MA0813.1,3.84374,5.72392e-05,0.827355,0.816155,0.0477907,392.0,False,0.0004707904309278351
Klf12,Klf12,MA0742.1,3.83911,5.75147e-05,0.819548,0.809666,0.0471834,392.0,False,0.0004707904309278351
ZIC1,ZIC1,MA0696.1,3.76178,7.91041e-05,0.783505,0.774242,0.043816,392.0,False,0.0006409046469387755
TFAP2C,TFAP2C,MA0524.2,3.73827,8.80889e-05,0.862774,0.853662,0.0386651,392.0,False,0.0007064907737373737
HES5,HES5,MA0821.1,3.68575,0.000106735,0.75814,0.748255,0.0492829,392.0,False,0.0008474759
YY1,YY1,MA0095.2,3.65794,0.000114904,0.807916,0.796807,0.0694444,392.0,False,0.000903304712871287
Klf1,Klf1,MA0493.1,3.64785,0.00012399,0.875103,0.865753,0.0469547,392.0,False,0.0009651770588235295
CENPB,CENPB,MA0637.1,3.60351,0.000147255,0.789486,0.78272,0.0346921,392.0,False,0.0011351501941747571
GLIS1,GLIS1,MA0735.1,3.52931,0.000196637,0.709556,0.701599,0.0403737,392.0,False,0.0015012478653846154
IRF6,IRF6,MA1509.1,3.45853,0.000251928,0.800808,0.792275,0.0513022,392.0,False,0.0019050555428571428
ELF1,ELF1,MA0473.3,3.41001,0.000301118,0.816224,0.80716,0.0562319,392.0,False,0.002248875140186916
ZBTB7C,ZBTB7C,MA0695.1,3.4112,0.00030306,0.829852,0.822194,0.0439953,392.0,False,0.002248875140186916
ETV1,ETV1,MA0761.2,3.39761,0.000315924,0.822552,0.813569,0.0551631,392.0,False,0.0023226264444444443
Creb3l2,Creb3l2,MA0608.1,3.3792,0.000340826,0.840415,0.831136,0.0540577,392.0,False,0.002482714165137615
THAP11,THAP11,MA1573.1,3.28533,0.000465607,0.723297,0.713794,0.068894,392.0,False,0.0033608359818181814
GABPA,GABPA,MA0062.3,3.23527,0.000566904,0.814761,0.806282,0.0557548,392.0,False,0.004055151135135136
PLAG1,PLAG1,MA0163.1,3.18914,0.0006821,0.808675,0.800424,0.0449837,392.0,False,0.004835601785714286
MLX,MLX,MA0663.1,3.17259,0.000705394,0.78226,0.77323,0.0612768,392.0,False,0.004956485274336284
ZNF449,ZNF449,MA1656.1,3.15171,0.000771168,0.808954,0.800995,0.0472814,392.0,False,0.005371117473684211
EHF,EHF,MA0598.3,3.13164,0.000814043,0.811326,0.803084,0.0560784,392.0,False,0.005620436017391304
Plagl1,Plagl1,MA1615.1,3.05526,0.00108428,0.835359,0.825969,0.0499343,392.0,False,0.007421709655172414
Znf423,Znf423,MA0116.1,3.0105,0.00124389,0.832842,0.826226,0.041301,392.0,False,0.008441441538461538
PLAGL2,PLAGL2,MA1548.1,2.973,0.00143039,0.856849,0.846444,0.0534004,392.0,False,0.009548016806722688
ZBTB6,ZBTB6,MA1581.1,2.96823,0.001431,0.833857,0.826086,0.0489086,392.0,False,0.009548016806722688
ZNF740,ZNF740,MA0753.2,2.89407,0.00183064,0.813196,0.803708,0.0572722,392.0,False,0.012112734666666665
SREBF2,SREBF2,MA0828.1,2.86473,0.0019614,0.789013,0.780952,0.0632888,392.0,False,0.012870674380165288
TFAP2C,TFAP2C,MA0814.2,2.85794,0.00206167,0.833807,0.825276,0.0496056,392.0,False,0.013417753934426228
TFE3,TFE3,MA0831.2,2.75229,0.0028129,0.86024,0.852278,0.0610531,392.0,False,0.01815806991869919
Mlxip,Mlxip,MA0622.1,2.74393,0.00291453,0.83402,0.823892,0.0700364,392.0,False,0.0185961152
NFYB,NFYB,MA0502.2,2.73947,0.0029276,0.811203,0.803189,0.0614516,392.0,False,0.0185961152
IRF8,IRF8,MA0652.1,2.72269,0.00307174,0.722846,0.716154,0.0533772,392.0,False,0.019354406456692914
MYCN,MYCN,MA0104.4,2.72494,0.00309573,0.796159,0.788166,0.0541766,392.0,False,0.019354406456692914
MYC,MYC,MA0147.3,2.64991,0.00389112,0.815491,0.807524,0.0538905,392.0,False,0.02413710375
OVOL2,OVOL2,MA1545.1,2.61451,0.00428282,0.793149,0.786856,0.0486713,392.0,False,0.02636092310077519
XBP1,XBP1,MA0844.1,2.54113,0.00527289,0.759801,0.754141,0.0485141,392.0,False,0.03220518969230769
E2F8,E2F8,MA0865.1,2.52469,0.0055758,0.738674,0.732586,0.0475325,392.0,False,0.033795306870229004
MTF1,MTF1,MA0863.1,2.52006,0.00568692,0.734031,0.728912,0.0364593,392.0,False,0.03420768545454546
ZSCAN29,ZSCAN29,MA1602.1,2.50039,0.0059485,0.790083,0.784442,0.0472428,392.0,False,0.0355120977443609
GLIS3,GLIS3,MA0737.1,2.49793,0.00604486,0.747907,0.742723,0.0385079,392.0,False,0.03581805104477612
E2F3,E2F3,MA0469.3,2.4898,0.00609069,0.698802,0.69333,0.0494939,392.0,False,0.035822280444444445
MNT,MNT,MA0825.1,2.44364,0.00702833,0.842249,0.83503,0.0567961,392.0,False,0.04103304426470588
ZNF135,ZNF135,MA1587.1,2.36249,0.00880224,0.791877,0.785202,0.0533292,392.0,False,0.05101444204379562
KLF9,KLF9,MA1107.2,2.36122,0.00886685,0.801745,0.794726,0.052485,392.0,False,0.051016513768115945
IRF5,IRF5,MA1420.1,2.3384,0.00933904,0.751499,0.74655,0.0437816,392.0,False,0.05334674647482014
TFEB,TFEB,MA0692.1,2.33294,0.00943751,0.828093,0.821723,0.0596982,392.0,False,0.053524163857142856
MAX,MAX,MA0058.3,2.29872,0.0104347,0.830636,0.823549,0.0597123,392.0,False,0.058759941843971625
IRF4,IRF4,MA1419.1,2.27636,0.0109883,0.706057,0.700638,0.0515645,392.0,False,0.06144162112676056
HES6,HES6,MA1493.1,2.26274,0.0115093,0.806396,0.801229,0.0421484,392.0,False,0.06390478461538461
REST,REST,MA0138.2,2.23344,0.0124004,0.694713,0.690243,0.0383608,392.0,False,0.06837442777777779
ATF6,ATF6,MA1466.1,2.11387,0.0168072,0.740564,0.735722,0.0445924,392.0,False,0.09203390896551725
IRF9,IRF9,MA0653.1,2.08188,0.0181316,0.69477,0.68948,0.0527209,392.0,False,0.09860609863013699
KLF17,KLF17,MA1514.1,2.07314,0.0186812,0.787873,0.782544,0.0452174,392.0,False,0.10090389659863945
ZNF682,ZNF682,MA1599.1,2.07196,0.0188133,0.772325,0.766683,0.0429414,392.0,False,0.10093081216216217
NR2C2,NR2C2,MA0504.1,2.04979,0.0196478,0.8277,0.823751,0.0389373,392.0,False,0.10470035704697987
MLXIPL,MLXIPL,MA0664.1,2.02394,0.0208504,0.801139,0.795318,0.0616631,392.0,False,0.10928365263157895
Zic1,Zic1::Zic2,MA1628.1,2.02654,0.0209208,0.875127,0.869542,0.0487657,392.0,False,0.10928365263157895
Zic2,Zic1::Zic2,MA1628.1,2.02654,0.0209208,0.875127,0.869542,0.0487657,392.0,False,0.10928365263157895
MAX,MAX::MYC,MA0059.1,2.00048,0.022191,0.802664,0.797632,0.0484182,392.0,False,0.11441333766233766
MYC,MAX::MYC,MA0059.1,2.00048,0.022191,0.802664,0.797632,0.0484182,392.0,False,0.11441333766233766
CREB3L1,CREB3L1,MA0839.1,1.98234,0.0231706,0.74154,0.73715,0.0427071,392.0,False,0.11869326709677419
CREM,CREM,MA0609.2,1.93053,0.0259844,0.73284,0.727025,0.0669109,392.0,False,0.13225393333333335
OSR1,OSR1,MA1542.1,1.91751,0.0270548,0.838147,0.833809,0.040905,392.0,False,0.13682491210191083
RUNX2,RUNX2,MA0511.2,1.91274,0.0272528,0.835447,0.830783,0.0481454,392.0,False,0.13695394430379745
NR5A1,NR5A1,MA1540.1,1.89028,0.0287598,0.850118,0.845569,0.0453863,392.0,False,0.14361812075471697
RXRG,RXRG,MA1556.1,1.88095,0.0294482,0.764469,0.760278,0.0396219,392.0,False,0.1461366925
TFCP2,TFCP2,MA0145.3,1.87329,0.0298356,0.807329,0.802875,0.047139,392.0,False,0.14713954285714287
VEZF1,VEZF1,MA1578.1,1.83291,0.0328848,0.87316,0.867548,0.0518534,392.0,False,0.1611761185185185
JUNB,JUNB,MA1140.2,1.76063,0.0382253,0.724382,0.719098,0.0646746,392.0,False,0.1862017680981595
ELF3,ELF3,MA0640.2,1.74133,0.0399591,0.82448,0.820002,0.0526006,392.0,False,0.1934605207317073
TCF12,TCF12,MA1648.1,1.73841,0.0404333,0.876478,0.871576,0.0496906,392.0,False,0.1945699406060606
E2F7,E2F7,MA0758.1,1.72371,0.0415451,0.695626,0.69133,0.0499125,392.0,False,0.19871571927710843
ZNF263,ZNF263,MA0528.2,1.66488,0.04737,0.861917,0.856546,0.0528815,392.0,False,0.2252202395209581
NR2C1,NR2C1,MA1535.1,1.64251,0.0494024,0.914848,0.9102,0.0543381,392.0,False,0.23348515238095238
FOSL1,FOSL1::JUND,MA1143.1,1.6089,0.0525763,0.81416,0.80978,0.0625358,392.0,False,0.24556224823529413
JUND,FOSL1::JUND,MA1143.1,1.6089,0.0525763,0.81416,0.80978,0.0625358,392.0,False,0.24556224823529413
NFYA,NFYA,MA0060.3,1.59765,0.0539971,0.824047,0.818924,0.0677352,392.0,False,0.2507233766081871
NFKB2,NFKB2,MA0778.1,1.57645,0.0566286,0.760225,0.755761,0.0523964,392.0,False,0.26141342093023257
THRB,THRB,MA1574.1,1.5469,0.0598039,0.801559,0.798607,0.0407488,392.0,False,0.2744757028901734
MYBL1,MYBL1,MA0776.1,1.47878,0.0685574,0.7464,0.74297,0.0460061,392.0,False,0.31284238850574714
GLI2,GLI2,MA0734.2,1.46642,0.0703573,0.768051,0.764694,0.0422186,392.0,False,0.31922112114285717
Pax2,Pax2,MA0067.1,1.45293,0.0720475,0.929379,0.926513,0.0393304,392.0,False,0.3250324715909091
SPIB,SPIB,MA0081.2,1.43257,0.0747826,0.781358,0.777921,0.0503093,392.0,False,0.3354654485875706
NR2F1,NR2F1,MA0017.2,1.40956,0.0782359,0.813422,0.809668,0.0528383,392.0,False,0.34898485730337075
FERD3L,FERD3L,MA1485.1,1.38917,0.0813425,0.773413,0.770135,0.0454085,392.0,False,0.3608153351955307
NR1I2,NR1I2,MA1533.1,1.38474,0.081945,0.787816,0.785427,0.0342709,392.0,False,0.3614685
TP73,TP73,MA0861.1,1.37675,0.082959,0.745364,0.74256,0.0440454,392.0,False,0.363919591160221
NFYC,NFYC,MA1644.1,1.33295,0.0899578,0.822067,0.817713,0.0691674,392.0,False,0.3915170612021858
ATF7,ATF7,MA0834.1,1.33066,0.0902363,0.731818,0.727749,0.067059,392.0,False,0.3915170612021858
TCF3,TCF3,MA0522.3,1.32738,0.0912864,0.87543,0.871721,0.049001,392.0,False,0.39392066086956523
ESR1,ESR1,MA0112.3,1.31729,0.0927723,0.718062,0.715143,0.0426733,392.0,False,0.3976640727272727
FOSL1,FOSL1::JUN,MA1129.1,1.31021,0.0936564,0.769219,0.765238,0.0660437,392.0,False,0.3976640727272727
JUN,FOSL1::JUN,MA1129.1,1.31021,0.0936564,0.769219,0.765238,0.0660437,392.0,False,0.3976640727272727
Wt1,Wt1,MA1627.1,1.29779,0.096368,0.832919,0.828844,0.0516811,392.0,False,0.4070010212765957
GLI3,GLI3,MA1491.1,1.28777,0.0979091,0.785576,0.782675,0.0411344,392.0,False,0.41132182751322754
GCM2,GCM2,MA0767.1,1.27925,0.0993327,0.837982,0.835222,0.0406229,392.0,False,0.4151061252631579
THAP1,THAP1,MA0597.1,1.19997,0.114075,0.923508,0.921664,0.0274916,392.0,False,0.47421753926701565
FOSB,FOSB::JUNB,MA1136.1,1.17698,0.118085,0.783657,0.780211,0.0642105,392.0,False,0.4858004663212435
JUNB,FOSB::JUNB,MA1136.1,1.17698,0.118085,0.783657,0.780211,0.0642105,392.0,False,0.4858004663212435
THRB,THRB,MA1575.1,1.17509,0.118775,0.741519,0.739063,0.0408208,392.0,False,0.4861203608247423
MYBL2,MYBL2,MA0777.1,1.16317,0.121048,0.714365,0.71184,0.0444855,392.0,False,0.49288262564102564
ETV4,ETV4,MA0764.2,1.11776,0.130614,0.887313,0.883767,0.0618816,392.0,False,0.5277883248730965
NR2F1,NR2F1,MA1537.1,1.11485,0.13095,0.755854,0.753464,0.0464435,392.0,False,0.5277883248730965
PAX3,PAX3,MA1546.1,1.0899,0.136488,0.75108,0.749015,0.0393228,392.0,False,0.5473306666666666
NFKB1,NFKB1,MA0105.4,1.08746,0.137342,0.725093,0.722064,0.0508652,392.0,False,0.5479876783919597
MITF,MITF,MA0620.3,1.07208,0.140319,0.75431,0.751349,0.0599058,392.0,False,0.55706643
NR2C2,NR2C2,MA1536.1,1.05279,0.145038,0.948913,0.947009,0.0344975,392.0,False,0.5689655369458129
ATF3,ATF3,MA0605.2,1.05024,0.145199,0.741016,0.737623,0.0718595,392.0,False,0.5689655369458129
GCM1,GCM1,MA0646.1,1.05078,0.145466,0.806986,0.804757,0.0410408,392.0,False,0.5689655369458129
IRF7,IRF7,MA0772.1,1.03199,0.14983,0.763289,0.760339,0.0551458,392.0,False,0.5831618627450981
NR4A2,NR4A2,MA0160.1,1.01435,0.153868,0.895862,0.893566,0.0459421,392.0,False,0.5946366213592232
TFAP2A,TFAP2A,MA0003.4,1.01412,0.154276,0.821545,0.81862,0.0502435,392.0,False,0.5946366213592232
MZF1,MZF1,MA0057.1,0.894109,0.184422,0.911737,0.909997,0.0377385,392.0,False,0.7073964637681159
NR2F1,NR2F1,MA1538.1,0.852987,0.195525,0.73858,0.736735,0.0438452,392.0,False,0.7463790865384616
RARB,RARB,MA1552.1,0.835289,0.200693,0.756299,0.754601,0.0376548,392.0,False,0.7624413492822966
RFX7,RFX7,MA1554.1,0.821716,0.204405,0.886018,0.884452,0.0374274,392.0,False,0.7725545794392523
FOSB,FOSB::JUN,MA1127.1,0.810175,0.207478,0.756105,0.753617,0.0658706,392.0,False,0.7725545794392523
JUN,FOSB::JUN,MA1127.1,0.810175,0.207478,0.756105,0.753617,0.0658706,392.0,False,0.7725545794392523
SMAD5,SMAD5,MA1557.1,0.808976,0.20815,0.783578,0.781728,0.0431564,392.0,False,0.7725545794392523
HSF4,HSF4,MA0771.1,0.808544,0.20822,0.783818,0.781862,0.0467523,392.0,False,0.7725545794392523
PAX9,PAX9,MA0781.1,0.792797,0.212869,0.724055,0.722568,0.0349609,392.0,False,0.785899743119266
Nr2f6,Nr2f6,MA0728.1,0.788574,0.213953,0.714908,0.713006,0.047973,392.0,False,0.785899743119266
HNF4A,HNF4A,MA1494.1,0.781783,0.215619,0.729389,0.727653,0.0497236,392.0,False,0.785899743119266
BHLHE22,BHLHE22,MA1635.1,0.782566,0.215776,0.861253,0.85853,0.0675418,392.0,False,0.785899743119266
NR2F6,NR2F6,MA1539.1,0.769792,0.219504,0.723749,0.722049,0.0437744,392.0,False,0.795827287671233
NR4A2,NR4A2::RXRA,MA1147.1,0.754984,0.223748,0.774954,0.773537,0.039935,392.0,False,0.8038729049773756
RXRA,NR4A2::RXRA,MA1147.1,0.754984,0.223748,0.774954,0.773537,0.039935,392.0,False,0.8038729049773756
NHLH1,NHLH1,MA0048.2,0.726429,0.232687,0.830852,0.828809,0.0539061,392.0,False,0.8274011696428571
FOSL2,FOSL2::JUND,MA1145.1,0.72296,0.233423,0.758541,0.756443,0.063424,392.0,False,0.8274011696428571
