NAME	TITLE	SCORE	
DCTPP1	dCTP pyrophosphatase 1 [Source:HGNC Symbol;Acc:HGNC:28777]	1.6612948	
LSM2	LSM2 homolog, U6 small nuclear RNA and mRNA degradation associated [Source:HGNC Symbol;Acc:HGNC:13940]	1.6581483	
RPS26	ribosomal protein S26 [Source:HGNC Symbol;Acc:HGNC:10414]	1.6545993	
MICOS13	mitochondrial contact site and cristae organizing system subunit 13 [Source:HGNC Symbol;Acc:HGNC:33702]	1.6505704	
NDUFA11	NADH:ubiquinone oxidoreductase subunit A11 [Source:HGNC Symbol;Acc:HGNC:20371]	1.6427137	
UQCRQ	ubiquinol-cytochrome c reductase complex III subunit VII [Source:HGNC Symbol;Acc:HGNC:29594]	1.634351	
CATSPERB	cation channel sperm associated auxiliary subunit beta [Source:HGNC Symbol;Acc:HGNC:20500]	1.626534	
BEX2	brain expressed X-linked 2 [Source:HGNC Symbol;Acc:HGNC:30933]	1.6256528	
GTPBP4	GTP binding protein 4 [Source:HGNC Symbol;Acc:HGNC:21535]	1.6165886	
SEC11C	SEC11 homolog C, signal peptidase complex subunit [Source:HGNC Symbol;Acc:HGNC:23400]	1.6146218	
TMEM208	transmembrane protein 208 [Source:HGNC Symbol;Acc:HGNC:25015]	1.6139321	
PSMB3	proteasome 20S subunit beta 3 [Source:HGNC Symbol;Acc:HGNC:9540]	1.612855	
COPS7A	COP9 signalosome subunit 7A [Source:HGNC Symbol;Acc:HGNC:16758]	1.6116096	
NANS	N-acetylneuraminate synthase [Source:HGNC Symbol;Acc:HGNC:19237]	1.6040164	
NDE1	nudE neurodevelopment protein 1 [Source:HGNC Symbol;Acc:HGNC:17619]	1.6038477	
OR3A2	olfactory receptor family 3 subfamily A member 2 [Source:HGNC Symbol;Acc:HGNC:8283]	1.603595	
FAM66A	family with sequence similarity 66 member A [Source:HGNC Symbol;Acc:HGNC:30444]	1.6033076	
UFSP2	UFM1 specific peptidase 2 [Source:HGNC Symbol;Acc:HGNC:25640]	1.6032062	
MAK16	MAK16 homolog [Source:HGNC Symbol;Acc:HGNC:13703]	1.6016245	
DUSP2	dual specificity phosphatase 2 [Source:HGNC Symbol;Acc:HGNC:3068]	1.5881741	
PCP4	Purkinje cell protein 4 [Source:HGNC Symbol;Acc:HGNC:8742]	1.582085	
ACSM3	acyl-CoA synthetase medium chain family member 3 [Source:HGNC Symbol;Acc:HGNC:10522]	1.5765911	
SHLD3	shieldin complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:53826]	1.5756011	
TMEM17	transmembrane protein 17 [Source:HGNC Symbol;Acc:HGNC:26623]	1.5732802	
MYG1	MYG1 exonuclease [Source:HGNC Symbol;Acc:HGNC:17590]	1.5726702	
C18orf32	chromosome 18 open reading frame 32 [Source:HGNC Symbol;Acc:HGNC:31690]	1.5684197	
TRNP1	TMF1 regulated nuclear protein 1 [Source:HGNC Symbol;Acc:HGNC:34348]	1.5651001	
NSA2	NSA2 ribosome biogenesis factor [Source:HGNC Symbol;Acc:HGNC:30728]	1.5632505	
SELENOW	selenoprotein W [Source:HGNC Symbol;Acc:HGNC:10752]	1.5513532	
HEXIM2	HEXIM P-TEFb complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:28591]	1.5510786	
COX6B1	cytochrome c oxidase subunit 6B1 [Source:HGNC Symbol;Acc:HGNC:2280]	1.525443	
RBM8A	RNA binding motif protein 8A [Source:HGNC Symbol;Acc:HGNC:9905]	1.5206078	
NUDT18	nudix hydrolase 18 [Source:HGNC Symbol;Acc:HGNC:26194]	1.5167938	
ATP5PD	ATP synthase peripheral stalk subunit d [Source:HGNC Symbol;Acc:HGNC:845]	1.5143497	
MRPL24	mitochondrial ribosomal protein L24 [Source:HGNC Symbol;Acc:HGNC:14037]	1.5111678	
SLC35F2	solute carrier family 35 member F2 [Source:HGNC Symbol;Acc:HGNC:23615]	1.5026692	
UBAC1	UBA domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30221]	1.4866147	
SERPINF1	serpin family F member 1 [Source:HGNC Symbol;Acc:HGNC:8824]	1.4844418	
POP7	POP7 homolog, ribonuclease P/MRP subunit [Source:HGNC Symbol;Acc:HGNC:19949]	1.4805182	
PSMD8	proteasome 26S subunit, non-ATPase 8 [Source:HGNC Symbol;Acc:HGNC:9566]	1.4773189	
NDUFA13	NADH:ubiquinone oxidoreductase subunit A13 [Source:HGNC Symbol;Acc:HGNC:17194]	1.4773186	
FIS1	fission, mitochondrial 1 [Source:HGNC Symbol;Acc:HGNC:21689]	1.4737363	
NDUFB11	NADH:ubiquinone oxidoreductase subunit B11 [Source:HGNC Symbol;Acc:HGNC:20372]	1.4687449	
APRT	adenine phosphoribosyltransferase [Source:HGNC Symbol;Acc:HGNC:626]	1.4667337	
SPAG4	sperm associated antigen 4 [Source:HGNC Symbol;Acc:HGNC:11214]	1.4661458	
CUTA	cutA divalent cation tolerance homolog [Source:HGNC Symbol;Acc:HGNC:21101]	1.4494689	
ATP5MJ	ATP synthase membrane subunit j [Source:HGNC Symbol;Acc:HGNC:1188]	1.4481174	
POLR2I	RNA polymerase II subunit I [Source:HGNC Symbol;Acc:HGNC:9196]	1.4418256	
L3MBTL2	L3MBTL histone methyl-lysine binding protein 2 [Source:HGNC Symbol;Acc:HGNC:18594]	1.4393702	
SMIM24	small integral membrane protein 24 [Source:HGNC Symbol;Acc:HGNC:37244]	1.4388506	
SFT2D1	SFT2 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:21102]	1.4313267	
ANAPC11	anaphase promoting complex subunit 11 [Source:HGNC Symbol;Acc:HGNC:14452]	1.4259692	
TCEAL5	transcription elongation factor A like 5 [Source:HGNC Symbol;Acc:HGNC:22282]	1.4244248	
SETD7	SET domain containing 7, histone lysine methyltransferase [Source:HGNC Symbol;Acc:HGNC:30412]	1.4206495	
TGFBR3L	transforming growth factor beta receptor 3 like [Source:HGNC Symbol;Acc:HGNC:44152]	1.4127437	
GNG3	G protein subunit gamma 3 [Source:HGNC Symbol;Acc:HGNC:4405]	1.41183	
CYCS	cytochrome c, somatic [Source:HGNC Symbol;Acc:HGNC:19986]	1.4042509	
BORCS6	BLOC-1 related complex subunit 6 [Source:HGNC Symbol;Acc:HGNC:25939]	1.4017847	
CHGB	chromogranin B [Source:HGNC Symbol;Acc:HGNC:1930]	1.3914202	
NAXE	NAD(P)HX epimerase [Source:HGNC Symbol;Acc:HGNC:18453]	1.3904052	
PFDN1	prefoldin subunit 1 [Source:HGNC Symbol;Acc:HGNC:8866]	1.3885679	
EIF2S2	eukaryotic translation initiation factor 2 subunit beta [Source:HGNC Symbol;Acc:HGNC:3266]	1.38219	
ALDOA	aldolase, fructose-bisphosphate A [Source:HGNC Symbol;Acc:HGNC:414]	1.3764654	
LGALS1	galectin 1 [Source:HGNC Symbol;Acc:HGNC:6561]	1.362425	
EMX1	empty spiracles homeobox 1 [Source:HGNC Symbol;Acc:HGNC:3340]	1.3600662	
FAM78B	family with sequence similarity 78 member B [Source:HGNC Symbol;Acc:HGNC:13495]	1.3581753	
MRPS18C	mitochondrial ribosomal protein S18C [Source:HGNC Symbol;Acc:HGNC:16633]	1.3568382	
FAM3A	FAM3 metabolism regulating signaling molecule A [Source:HGNC Symbol;Acc:HGNC:13749]	1.3555518	
SELENOM	selenoprotein M [Source:HGNC Symbol;Acc:HGNC:30397]	1.3542244	
CCDC141	coiled-coil domain containing 141 [Source:HGNC Symbol;Acc:HGNC:26821]	1.3487533	
NDUFB10	NADH:ubiquinone oxidoreductase subunit B10 [Source:HGNC Symbol;Acc:HGNC:7696]	1.3461257	
IL1RL2	interleukin 1 receptor like 2 [Source:HGNC Symbol;Acc:HGNC:5999]	1.3442397	
TIFA	TRAF interacting protein with forkhead associated domain [Source:HGNC Symbol;Acc:HGNC:19075]	1.3435146	
DNAJC30	DnaJ heat shock protein family (Hsp40) member C30 [Source:HGNC Symbol;Acc:HGNC:16410]	1.3401797	
ATP5MG	ATP synthase membrane subunit g [Source:HGNC Symbol;Acc:HGNC:14247]	1.3382149	
MSRB1	methionine sulfoxide reductase B1 [Source:HGNC Symbol;Acc:HGNC:14133]	1.336981	
THAP1	THAP domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20856]	1.3322182	
DDT	D-dopachrome tautomerase [Source:HGNC Symbol;Acc:HGNC:2732]	1.329837	
TVP23C	trans-golgi network vesicle protein 23 homolog C [Source:HGNC Symbol;Acc:HGNC:30453]	1.3266014	
NDUFB9	NADH:ubiquinone oxidoreductase subunit B9 [Source:HGNC Symbol;Acc:HGNC:7704]	1.3257284	
INO80B	INO80 complex subunit B [Source:HGNC Symbol;Acc:HGNC:13324]	1.3251457	
ARL4D	ADP ribosylation factor like GTPase 4D [Source:HGNC Symbol;Acc:HGNC:656]	1.3244747	
NDUFS8	NADH:ubiquinone oxidoreductase core subunit S8 [Source:HGNC Symbol;Acc:HGNC:7715]	1.3219903	
ADISSP	adipose secreted signaling protein [Source:HGNC Symbol;Acc:HGNC:15873]	1.3149508	
POMP	proteasome maturation protein [Source:HGNC Symbol;Acc:HGNC:20330]	1.3125168	
ZNF174	zinc finger protein 174 [Source:HGNC Symbol;Acc:HGNC:12963]	1.3116022	
CHCHD2	coiled-coil-helix-coiled-coil-helix domain containing 2 [Source:HGNC Symbol;Acc:HGNC:21645]	1.3088286	
PPAN	peter pan homolog [Source:HGNC Symbol;Acc:HGNC:9227]	1.3080994	
COX4I1	cytochrome c oxidase subunit 4I1 [Source:HGNC Symbol;Acc:HGNC:2265]	1.3031057	
COX5B	cytochrome c oxidase subunit 5B [Source:HGNC Symbol;Acc:HGNC:2269]	1.3013391	
ZHX3	zinc fingers and homeoboxes 3 [Source:HGNC Symbol;Acc:HGNC:15935]	1.2976424	
NTMT1	N-terminal Xaa-Pro-Lys N-methyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:23373]	1.296551	
ATG101	autophagy related 101 [Source:HGNC Symbol;Acc:HGNC:25679]	1.290035	
MRPL52	mitochondrial ribosomal protein L52 [Source:HGNC Symbol;Acc:HGNC:16655]	1.2893844	
CFAP53	cilia and flagella associated protein 53 [Source:HGNC Symbol;Acc:HGNC:26530]	1.2893398	
NHP2	NHP2 ribonucleoprotein [Source:HGNC Symbol;Acc:HGNC:14377]	1.2831362	
SLC3A1	solute carrier family 3 member 1 [Source:HGNC Symbol;Acc:HGNC:11025]	1.282898	
DCTN3	dynactin subunit 3 [Source:HGNC Symbol;Acc:HGNC:2713]	1.2817241	
DNAJB5	DnaJ heat shock protein family (Hsp40) member B5 [Source:HGNC Symbol;Acc:HGNC:14887]	1.2775822	
RASSF7	Ras association domain family member 7 [Source:HGNC Symbol;Acc:HGNC:1166]	1.2759815	
TMEM230	transmembrane protein 230 [Source:HGNC Symbol;Acc:HGNC:15876]	1.2747227	
CNIH4	cornichon family AMPA receptor auxiliary protein 4 [Source:HGNC Symbol;Acc:HGNC:25013]	1.2742391	
MAN2A2	mannosidase alpha class 2A member 2 [Source:HGNC Symbol;Acc:HGNC:6825]	1.2721477	
HSPD1	heat shock protein family D (Hsp60) member 1 [Source:HGNC Symbol;Acc:HGNC:5261]	1.2705482	
RAB33A	RAB33A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9773]	1.2656341	
TCEAL4	transcription elongation factor A like 4 [Source:HGNC Symbol;Acc:HGNC:26121]	1.2651956	
PER2	period circadian regulator 2 [Source:HGNC Symbol;Acc:HGNC:8846]	1.2632278	
PIGO	phosphatidylinositol glycan anchor biosynthesis class O [Source:HGNC Symbol;Acc:HGNC:23215]	1.2555457	
TMEM26	transmembrane protein 26 [Source:HGNC Symbol;Acc:HGNC:28550]	1.2542032	
SELENOH	selenoprotein H [Source:HGNC Symbol;Acc:HGNC:18251]	1.2493037	
GET3	guided entry of tail-anchored proteins factor 3, ATPase [Source:HGNC Symbol;Acc:HGNC:752]	1.2448214	
NOTCH4	notch receptor 4 [Source:HGNC Symbol;Acc:HGNC:7884]	1.2404364	
GOLGA2	golgin A2 [Source:HGNC Symbol;Acc:HGNC:4425]	1.2384319	
FZD1	frizzled class receptor 1 [Source:HGNC Symbol;Acc:HGNC:4038]	1.2352302	
PYCR3	pyrroline-5-carboxylate reductase 3 [Source:HGNC Symbol;Acc:HGNC:25846]	1.2270831	
GPC6	glypican 6 [Source:HGNC Symbol;Acc:HGNC:4454]	1.2261515	
CITED1	Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 1 [Source:HGNC Symbol;Acc:HGNC:1986]	1.2261026	
TMEM258	transmembrane protein 258 [Source:HGNC Symbol;Acc:HGNC:1164]	1.2233523	
TUBA1A	tubulin alpha 1a [Source:HGNC Symbol;Acc:HGNC:20766]	1.2209378	
FYTTD1	forty-two-three domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25407]	1.2200354	
CHCHD10	coiled-coil-helix-coiled-coil-helix domain containing 10 [Source:HGNC Symbol;Acc:HGNC:15559]	1.2175056	
CUEDC2	CUE domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28352]	1.2171803	
PHPT1	phosphohistidine phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:30033]	1.2170805	
GORASP1	golgi reassembly stacking protein 1 [Source:HGNC Symbol;Acc:HGNC:16769]	1.2161623	
MRPL46	mitochondrial ribosomal protein L46 [Source:HGNC Symbol;Acc:HGNC:1192]	1.2150099	
ROGDI	rogdi atypical leucine zipper [Source:HGNC Symbol;Acc:HGNC:29478]	1.2147784	
ANKRD30BL	ankyrin repeat domain 30B like [Source:HGNC Symbol;Acc:HGNC:35167]	1.2124273	
POMK	protein O-mannose kinase [Source:HGNC Symbol;Acc:HGNC:26267]	1.2119132	
GABARAP	GABA type A receptor-associated protein [Source:HGNC Symbol;Acc:HGNC:4067]	1.2101367	
RHOXF1	Rhox homeobox family member 1 [Source:HGNC Symbol;Acc:HGNC:29993]	1.2083648	
ATP5MF	ATP synthase membrane subunit f [Source:HGNC Symbol;Acc:HGNC:848]	1.206534	
C4orf3	chromosome 4 open reading frame 3 [Source:HGNC Symbol;Acc:HGNC:19225]	1.2021575	
NDUFC2	NADH:ubiquinone oxidoreductase subunit C2 [Source:HGNC Symbol;Acc:HGNC:7706]	1.2004927	
FARSA	phenylalanyl-tRNA synthetase subunit alpha [Source:HGNC Symbol;Acc:HGNC:3592]	1.1975461	
TMEM177	transmembrane protein 177 [Source:HGNC Symbol;Acc:HGNC:28143]	1.1974462	
GADD45GIP1	GADD45G interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:29996]	1.1968385	
RXFP1	relaxin family peptide receptor 1 [Source:HGNC Symbol;Acc:HGNC:19718]	1.1958394	
SDF2L1	stromal cell derived factor 2 like 1 [Source:HGNC Symbol;Acc:HGNC:10676]	1.1909068	
YRDC	yrdC N6-threonylcarbamoyltransferase domain containing [Source:HGNC Symbol;Acc:HGNC:28905]	1.1890202	
NIT1	nitrilase 1 [Source:HGNC Symbol;Acc:HGNC:7828]	1.1863917	
CKS1B	CDC28 protein kinase regulatory subunit 1B [Source:HGNC Symbol;Acc:HGNC:19083]	1.1848563	
CHP1	calcineurin like EF-hand protein 1 [Source:HGNC Symbol;Acc:HGNC:17433]	1.1846038	
PIN1	peptidylprolyl cis/trans isomerase, NIMA-interacting 1 [Source:HGNC Symbol;Acc:HGNC:8988]	1.1811558	
NDUFA5	NADH:ubiquinone oxidoreductase subunit A5 [Source:HGNC Symbol;Acc:HGNC:7688]	1.177972	
EVI2B	ecotropic viral integration site 2B [Source:HGNC Symbol;Acc:HGNC:3500]	1.1773994	
ABCF2	ATP binding cassette subfamily F member 2 [Source:HGNC Symbol;Acc:HGNC:71]	1.1768699	
SNRNP25	small nuclear ribonucleoprotein U11/U12 subunit 25 [Source:HGNC Symbol;Acc:HGNC:14161]	1.1727599	
TIMM17B	translocase of inner mitochondrial membrane 17B [Source:HGNC Symbol;Acc:HGNC:17310]	1.1726722	
PET100	PET100 cytochrome c oxidase chaperone [Source:HGNC Symbol;Acc:HGNC:40038]	1.1720297	
SPARC	secreted protein acidic and cysteine rich [Source:HGNC Symbol;Acc:HGNC:11219]	1.1717453	
RMRP	RNA component of mitochondrial RNA processing endoribonuclease [Source:HGNC Symbol;Acc:HGNC:10031]	1.1716784	
COX7A2	cytochrome c oxidase subunit 7A2 [Source:HGNC Symbol;Acc:HGNC:2288]	1.1713512	
EID3	EP300 interacting inhibitor of differentiation 3 [Source:HGNC Symbol;Acc:HGNC:32961]	1.1693547	
PTGDR	prostaglandin D2 receptor [Source:HGNC Symbol;Acc:HGNC:9591]	1.1676332	
ZC2HC1B	zinc finger C2HC-type containing 1B [Source:HGNC Symbol;Acc:HGNC:21174]	1.16572	
TMEM191B	transmembrane protein 191B [Source:HGNC Symbol;Acc:HGNC:33600]	1.1646593	
COX7B	cytochrome c oxidase subunit 7B [Source:HGNC Symbol;Acc:HGNC:2291]	1.1636984	
FAM114A2	family with sequence similarity 114 member A2 [Source:HGNC Symbol;Acc:HGNC:1333]	1.1629685	
LSM7	LSM7 homolog, U6 small nuclear RNA and mRNA degradation associated [Source:HGNC Symbol;Acc:HGNC:20470]	1.1617253	
NCBP2AS2	NCBP2 antisense 2 (head to head) [Source:HGNC Symbol;Acc:HGNC:25121]	1.1613377	
HINT2	histidine triad nucleotide binding protein 2 [Source:HGNC Symbol;Acc:HGNC:18344]	1.159573	
TRNT1	tRNA nucleotidyl transferase 1 [Source:HGNC Symbol;Acc:HGNC:17341]	1.1595562	
FDX2	ferredoxin 2 [Source:HGNC Symbol;Acc:HGNC:30546]	1.1574141	
PTRH1	peptidyl-tRNA hydrolase 1 homolog [Source:HGNC Symbol;Acc:HGNC:27039]	1.1568061	
TCEAL3	transcription elongation factor A like 3 [Source:HGNC Symbol;Acc:HGNC:28247]	1.1567702	
NDUFA3	NADH:ubiquinone oxidoreductase subunit A3 [Source:HGNC Symbol;Acc:HGNC:7686]	1.1536309	
SERPINB1	serpin family B member 1 [Source:HGNC Symbol;Acc:HGNC:3311]	1.1512574	
NME2	NME/NM23 nucleoside diphosphate kinase 2 [Source:HGNC Symbol;Acc:HGNC:7850]	1.1505052	
GAPDH	glyceraldehyde-3-phosphate dehydrogenase [Source:HGNC Symbol;Acc:HGNC:4141]	1.1494637	
MAEA	macrophage erythroblast attacher, E3 ubiquitin ligase [Source:HGNC Symbol;Acc:HGNC:13731]	1.1491972	
ARHGEF17	Rho guanine nucleotide exchange factor 17 [Source:HGNC Symbol;Acc:HGNC:21726]	1.1455215	
CITED4	Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 4 [Source:HGNC Symbol;Acc:HGNC:18696]	1.143518	
FAM86C1P	family with sequence similarity 86 member C1, pseudogene [Source:HGNC Symbol;Acc:HGNC:25561]	1.1433369	
ZNF804B	zinc finger protein 804B [Source:HGNC Symbol;Acc:HGNC:21958]	1.141659	
MRPS34	mitochondrial ribosomal protein S34 [Source:HGNC Symbol;Acc:HGNC:16618]	1.1338165	
ZNF521	zinc finger protein 521 [Source:HGNC Symbol;Acc:HGNC:24605]	1.1295561	
ARSJ	arylsulfatase family member J [Source:HGNC Symbol;Acc:HGNC:26286]	1.1207545	
BLOC1S6	biogenesis of lysosomal organelles complex 1 subunit 6 [Source:HGNC Symbol;Acc:HGNC:8549]	1.1189456	
SEZ6L2	seizure related 6 homolog like 2 [Source:HGNC Symbol;Acc:HGNC:30844]	1.1181891	
NTHL1	nth like DNA glycosylase 1 [Source:HGNC Symbol;Acc:HGNC:8028]	1.1169589	
CMC1	C-X9-C motif containing 1 [Source:HGNC Symbol;Acc:HGNC:28783]	1.1162541	
MON1A	MON1 homolog A, secretory trafficking associated [Source:HGNC Symbol;Acc:HGNC:28207]	1.1152648	
CISD3	CDGSH iron sulfur domain 3 [Source:HGNC Symbol;Acc:HGNC:27578]	1.1146895	
RSKR	ribosomal protein S6 kinase related [Source:HGNC Symbol;Acc:HGNC:26314]	1.1140223	
SERPIND1	serpin family D member 1 [Source:HGNC Symbol;Acc:HGNC:4838]	1.1117691	
ODC1	ornithine decarboxylase 1 [Source:HGNC Symbol;Acc:HGNC:8109]	1.1101787	
CRPPA	CDP-L-ribitol pyrophosphorylase A [Source:HGNC Symbol;Acc:HGNC:37276]	1.1077102	
MRPL21	mitochondrial ribosomal protein L21 [Source:HGNC Symbol;Acc:HGNC:14479]	1.1067456	
KRT222	keratin 222 [Source:HGNC Symbol;Acc:HGNC:28695]	1.1050347	
ATP5F1D	ATP synthase F1 subunit delta [Source:HGNC Symbol;Acc:HGNC:837]	1.1043448	
ALMS1	ALMS1 centrosome and basal body associated protein [Source:HGNC Symbol;Acc:HGNC:428]	1.1038306	
RSL24D1	ribosomal L24 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:18479]	1.1025742	
PSMB6	proteasome 20S subunit beta 6 [Source:HGNC Symbol;Acc:HGNC:9543]	1.1012613	
NDUFA7	NADH:ubiquinone oxidoreductase subunit A7 [Source:HGNC Symbol;Acc:HGNC:7691]	1.0998659	
COX8A	cytochrome c oxidase subunit 8A [Source:HGNC Symbol;Acc:HGNC:2294]	1.0975558	
UQCR11	ubiquinol-cytochrome c reductase, complex III subunit XI [Source:HGNC Symbol;Acc:HGNC:30862]	1.0968853	
ATP5PO	ATP synthase peripheral stalk subunit OSCP [Source:HGNC Symbol;Acc:HGNC:850]	1.09271	
TRAPPC14	trafficking protein particle complex subunit 14 [Source:HGNC Symbol;Acc:HGNC:25604]	1.0924228	
COX6A1	cytochrome c oxidase subunit 6A1 [Source:HGNC Symbol;Acc:HGNC:2277]	1.09177	
FAM98A	family with sequence similarity 98 member A [Source:HGNC Symbol;Acc:HGNC:24520]	1.0915469	
PRKY	protein kinase Y-linked (pseudogene) [Source:HGNC Symbol;Acc:HGNC:9444]	1.0913175	
NDST3	N-deacetylase and N-sulfotransferase 3 [Source:HGNC Symbol;Acc:HGNC:7682]	1.0907084	
ELOB	elongin B [Source:HGNC Symbol;Acc:HGNC:11619]	1.0893123	
SPRY2	sprouty RTK signaling antagonist 2 [Source:HGNC Symbol;Acc:HGNC:11270]	1.0861484	
COX6C	cytochrome c oxidase subunit 6C [Source:HGNC Symbol;Acc:HGNC:2285]	1.0855193	
NEFL	neurofilament light chain [Source:HGNC Symbol;Acc:HGNC:7739]	1.0837039	
AURKAIP1	aurora kinase A interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:24114]	1.0809134	
