"SHORT_NAME","CHEM_ID","SUPER_PATHWAY","SUB_PATHWAY","CHEMICAL_NAME","CHEMSPIDER","HMDB","PUBCHEM","KEGG_metaboAnalyst","acrophase","amplitude","p_statistic","amp_ratio","sin_coff","cos_coeff","BHQ","Bonf","HMDB_metabolon","Match_MetaboAnalyst","HMDB_MetaboAnalyst","PubChem","ChEBI","KEGGNA","METLIN","SMILES","Comment"
"1-methyladenosine","1242","Nucleotide","Purine Metabolism, Adenine containing","N1-methyladenosine",4573813,"HMDB0003331",27476,"C02494",5.32467307364494,0.079805326242951,0.0168364922737931,0.0838449757498426,-0.065307683039684,0.0458671629025822,0.0746703188413988,1,"HMDB0003331","1-Methyladenosine","HMDB0003331","27476","16020","C02494","6888","CN1C=NC2=C(N=CN2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)C1=N",1
"1-methylhistidine","100001051","Amino Acid","Histidine Metabolism","1-methylhistidine",83153,"HMDB0000001",92105,"C01152",5.00541354865072,0.319351468093439,0.00255524322306855,0.353725588623841,-0.305738987792195,0.0922444118483012,0.0236322204869222,1,"HMDB0000001","1-Methylhistidine","HMDB0000001","92105","50599","C01152","3741","CN1C=NC(C[C@H](N)C(O)=O)=C1",1
"1-palmitoleoyl-2-linoleoyl-GPC (16:1/18:2)*","100009075","Lipid","Phosphatidylcholine (PC)","1-palmitoleoyl-2-linoleoyl-GPC (16:1/18:2)*",24766675,"HMDB0008006",24778768,NA,4.68315000885404,0.143150236207248,0.0089144116801059,0.142026041060692,-0.143089049748654,-0.00418496932103495,0.050733005313936,1,"HMDB0008006","PC(16:1(9Z)/18:2(9Z,12Z))","HMDB0008006","24778768","84567","C00157",NA,"CCCCCC\C=C/CCCCCCCC(=O)OC[C@]([H])(COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCC\C=C/C\C=C/CCCCC",1
"1-palmitoyl-2-arachidonoyl-GPE (16:0/20:4)*","100008990","Lipid","Phosphatidylethanolamine (PE)","1-palmitoyl-2-arachidonoyl-GPE (16:0/20:4)*",7825750,"HMDB0005323",9546800,"C05210",2.46918046972447,0.0431105750291484,0.0211396044416418,0.0413503818694632,0.0268524951333063,-0.0337263277642199,0.0859823289465742,1,"HMDB0005323","PE(16:0/20:4(5Z,8Z,11Z,14Z))","HMDB0008937","9546800","73009","C00350","NA","[H][C@@](COC(=O)CCCCCCCCCCCCCCC)(COP(O)(=O)OCCN)OC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC",1
"1-palmitoyl-2-arachidonoyl-GPI (16:0/20:4)*","100008993","Lipid","Phosphatidylinositol (PI)","1-palmitoyl-2-arachidonoyl-GPI (16:0/20:4)*",24767674,"HMDB0009789",NA,NA,2.27431595249425,0.0444593518700993,0.00207807886606932,0.0431401205200056,0.0339033701563232,-0.028761005906481,0.0208227064013893,1,"HMDB0009789","PI(16:0/20:4(5Z,8Z,11Z,14Z))","HMDB0009789","52928411","73209",NA,NA,"CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(O)(=O)O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O)OC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC",1
"1-palmitoyl-2-oleoyl-GPE (16:0/18:1)","1526","Lipid","Phosphatidylethanolamine (PE)","1-palmitoyl-2-oleoyl-GPE (16:0/18:1)",4446615,"HMDB0005320",5283496,NA,3.01527877701545,0.0493089647712789,0.00970918701224525,0.0482749990386531,0.00621185712428537,-0.0489161204295954,0.0540546936497342,1,"HMDB0005320","PE(16:0/18:1(9Z))","HMDB0008927","5283496","73007","C00350","NA","[H][C@@](COC(=O)CCCCCCCCCCCCCCC)(COP(O)(=O)OCCN)OC(=O)CCCCCCC\C=C/CCCCCCCC",1
"1-stearoyl-2-arachidonoyl-GPE (18:0/20:4)","100008977","Lipid","Phosphatidylethanolamine (PE)","1-stearoyl-2-arachidonoyl-GPE (18:0/20:4)",4451158,"HMDB0009003",5289133,"C05210",2.62046253608679,0.0499747431742782,0.0107302580739306,0.0488468719709564,0.0248804535216684,-0.043340950472863,0.0569138688380778,1,"HMDB0009003","PE(18:0/20:4(5Z,8Z,11Z,14Z))","HMDB0009003","5289133","78268","C00350",NA,"[H][C@@](COC(=O)CCCCCCCCCCCCCCCCC)(COP(O)(=O)OCCN)OC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC",1
"1-stearoyl-2-oleoyl-GPE (18:0/18:1)","100001856","Lipid","Phosphatidylethanolamine (PE)","1-stearoyl-2-oleoyl-GPE (18:0/18:1)",NA,"HMDB0008993",9546742,NA,3.25468412890506,0.0634385666914042,0.0190619952840156,0.0606237342384419,-0.00715907790973186,-0.0630333193425677,0.0800196058714024,1,"HMDB0008993","PE(18:0/18:1(9Z))","HMDB0008993","9546742","75038","C00350",NA,"[H][C@@](COC(=O)CCCCCCCCCCCCCCCCC)(COP(O)(=O)OCCN)OC(=O)CCCCCCC\C=C/CCCCCCCC",1
"1,2-dipalmitoyl-GPE (16:0/16:0)*","100009204","Lipid","Phosphatidylethanolamine (PE)","1,2-dipalmitoyl-GPE (16:0/16:0)*",393103,"HMDB0008923",445468,NA,2.45110966173933,0.11235488260882,0.0154345276007543,0.103848755771302,0.0715599048573755,-0.0866187027312519,0.0700352841999545,1,"HMDB0008923","PE(16:0/16:0)","HMDB0008923","445468","73005","C00350",NA,"[H][C@@](COC(=O)CCCCCCCCCCCCCCC)(COP(O)(=O)OCCN)OC(=O)CCCCCCCCCCCCCCC",1
"1,2-distearoyl-GPC (18:0/18:0)","100000660","Lipid","Phosphatidylcholine (PC)","1,2-distearoyl-GPC (18:0/18:0)",85004,"HMDB0008036",94190,NA,2.74807085963432,0.218479260166037,0.0013695659853658,0.193254805352196,0.0837744281155279,-0.201779662792401,0.0156281460370261,1,"HMDB0008036","PC(18:0/18:0)","HMDB0008036","94190","83718","C00157",NA,"[H][C@@](COC(=O)CCCCCCCCCCCCCCCCC)(COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCCCC",1
"2-hydroxybutyrate/2-hydroxyisobutyrate","100008928","Amino Acid","Glutathione Metabolism","2-hydroxybutyrate/2-hydroxyisobutyrate",NA,"HMDB0000729,HMDB00008",4408644277439,"C21297,C05984",5.280363487976,0.27024437708642,1.13805816198618e-06,0.331231985128693,-0.227813920363518,0.145371390016853,0.00021822739396984,0.00089337565715915,"HMDB0000729","alpha-Hydroxyisobutyric acid","HMDB0000729","11671","50129",NA,"3750","CC(C)(O)C(O)=O",1
"2-methylbutyrylcarnitine (C5)","100001509","Amino Acid","Leucine, Isoleucine and Valine Metabolism","2-methylbutyrylcarnitine (C5)",4932320,"HMDB0000378",6426901,NA,5.13597903661764,0.264429293905012,0.00079363887892676,0.317155792512862,-0.241058815107738,0.108689921952115,0.0107414917234054,0.623006519957512,"HMDB0000378","2-Methylbutyroylcarnitine","HMDB0000378","6426901","73026",NA,"5367","CCC(C)C(=O)OC(CC([O-])=O)C[N+](C)(C)C",1
"2-methylcitrate/homocitrate","100008929","Energy","TCA Cycle","2-methylcitrate/homocitrate",NA,"HMDB0003518,HMDB0000379",439459515,"C01251",4.706752743146,0.119650699256849,0.00568119234811794,0.117063291445486,-0.119648798779816,-0.00067437615626972,0.0377464933446423,1,"HMDB0003518","Homocitric acid","HMDB0003518","439459","52222","C01251","6943","OC(=O)CC[C@@](O)(CC(O)=O)C(O)=O",1
"2-O-methylascorbic acid","100003258","Cofactors and Vitamins","Ascorbate and Aldarate Metabolism","2-O-methylascorbic acid",90149,"HMDB0240294",54726398,NA,4.91939411019099,0.0786025503900718,0.0261306181250669,0.081870793252555,-0.0769244518108641,0.0161551738282763,0.0996017158454115,1,"HMDB0240294","2-O-Methylascorbic acid","HMDB0240294","54726398",NA,NA,NA,"[H][C@@]1(OC(=O)C(OC)=C1O)[C@@H](O)CO",1
"2,3-dihydroxy-5-methylthio-4-pentenoate (DMTPA)*","100020893","Amino Acid","Methionine, Cysteine, SAM and Taurine Metabolism","2,3-dihydroxy-5-methylthio-4-pentenoate (DMTPA)*",NA,"HMDB0240388",NA,NA,5.04235043832241,0.145024457494361,0.00099717784851327,0.150380881819113,-0.137201088787005,0.0469888764197889,0.0126255582432729,0.782784611082921,"HMDB0240388","2,3-Dihydroxy-5-methylthio-4-pentenoic acid","HMDB0240388","154603736",NA,NA,NA,"CS\C=C\[C@@H](O)[C@@H](O)C(O)=O",1
"2'-AMP","100001694","Nucleotide","Purine Metabolism, Adenine containing","adenosine 2'-monophosphate (2'-AMP)",NA,"HMDB0011617",94136,"C00946",5.37023500974,0.195924981741403,0.00196790547987918,0.221807952685293,-0.155037599801611,0.119791239738658,0.0205974106894021,1,"HMDB0011617","Adenosine 2'-phosphate","HMDB0011617","53481006","28223","C00946",NA,"NC1=NC=NC2=C1N=CN2C1O[C@H](CO)[C@@H](O)[C@H]1OP(O)(O)=O",1
"2'-deoxycytidine","100000125","Nucleotide","Pyrimidine Metabolism, Cytidine containing","2'-deoxycytidine",13117,"HMDB0000014",13711,"C00881",2.13393595685907,0.239902735471055,0.002122059251097,0.194417632730218,0.202857725096037,-0.128070550304727,0.0208227064013893,1,"HMDB0000014","Deoxycytidine","HMDB0000014","13711","15698","C00881","3367","NC1=NC(=O)N(C=C1)[C@H]1C[C@H](O)[C@@H](CO)O1",1
"2'-deoxyinosine","100000135","Nucleotide","Purine Metabolism, (Hypo)Xanthine/Inosine containing","2'-deoxyinosine",58569,"HMDB0000071",135398593,"C05512",6.13194429288136,0.155588033580107,0.0196263867615392,0.149034843874396,-0.0234416860357083,0.153811974661038,0.0815170032159168,1,"HMDB0000071","Deoxyinosine","HMDB0000071","65058","28997","C05512","3383","OC[C@H]1O[C@H](C[C@@H]1O)N1C=NC2=C1N=CNC2=O",1
"2'-deoxyuridine","536","Nucleotide","Pyrimidine Metabolism, Uracil containing","2'-deoxyuridine",13118,"HMDB0000012",13712,"C00526",1.67539820834735,0.12993594335878,0.00637670928004919,0.114652209132225,0.129225740727221,-0.0135667722777771,0.0403686837486985,1,"HMDB0000012","Deoxyuridine","HMDB0000012","13712","16450","C00526","5086","OC[C@H]1O[C@H](C[C@@H]1O)N1C=CC(=O)NC1=O",1
"2S,3R-dihydroxybutyrate","100002284","Lipid","Fatty Acid, Dihydroxy","2S,3R-dihydroxybutyrate",9139682,"HMDB0002453",10964471,NA,5.27200410187936,0.31715195542804,3.53582598000209e-08,0.392848898483013,-0.26877343452822,0.168363308721747,2.77562339430164e-05,2.77562339430164e-05,"HMDB0002453","4-Deoxythreonic acid","HMDB0002453","10964471","86391",NA,"6686","C[C@@H](O)[C@H](O)C(O)=O",1
"3-(4-hydroxyphenyl)lactate (HPLA)","240","Amino Acid","Tyrosine Metabolism","3-(4-hydroxyphenyl)lactate",9010,"HMDB0000755",9378,"C03672",5.55440516768208,0.200608272601896,0.00343329795097911,0.207108898431223,-0.133597111348662,0.149651230785482,0.027784937025965,1,"HMDB0000755","Hydroxyphenyllactic acid","HMDB0000755","9378","17385","C03672","5723","OC(CC1=CC=C(O)C=C1)C(O)=O",1
"3-aminoisobutyrate","1114","Nucleotide","Pyrimidine Metabolism, Thymine containing","3-aminoisobutyrate",58481,"HMDB0002166",64956,"C05145",5.35381997271229,0.172112073686889,0.00387113558628004,0.189278940733289,-0.137903138993135,0.102981989515843,0.0300875389626716,1,"HMDB0002166","(S)-beta-Aminoisobutyric acid","HMDB0002166","439434","33094","C03284","6520","C[C@@H](CN)C(O)=O",1
"3-hydroxydecanoate","100000997","Lipid","Fatty Acid, Monohydroxy","3-hydroxydecanoate",24790,"HMDB0002203",26612,NA,5.00018901804988,0.0794789848765581,0.0148431461463266,0.080031697879671,-0.0762100651158158,0.0225595880292897,0.0685404101462728,1,"HMDB0002203","3-Hydroxycapric acid","HMDB0002203","5312799","37371",NA,"6544","CCCCCCC[C@H](O)CC(O)=O",1
"3-hydroxylaurate","100001112","Lipid","Fatty Acid, Monohydroxy","3-hydroxylaurate",85026,"HMDB0000387",94216,NA,4.95051726318664,0.154766038861281,8.91657906502322e-05,0.163897724267606,-0.150398724678001,0.0365068541515466,0.0026921209869397,0.0699951456604323,"HMDB0000387","3-Hydroxydodecanoic acid","HMDB0000387","5312805","36210",NA,"5376","CCCCCCCCC[C@H](O)CC(O)=O",1
"3-hydroxypalmitoylcarnitine","100019800","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Hydroxy)","3-hydroxypalmitoylcarnitine",NA,"HMDB0013336",126456228,NA,4.99942478387995,0.210264229901511,0.00304945992528567,0.220150108681503,-0.201661748983995,0.0595280217443141,0.0257400649607446,1,"HMDB0013336","3-Hydroxyhexadecanoylcarnitine","HMDB0013336","126456228",NA,NA,NA,"CCCCCCCCCCCCCC(O)CC(=O)O[C@H](CC([O-])=O)C[N+](C)(C)C",1
"3-methylglutaconate","100002458","Amino Acid","Leucine, Isoleucine and Valine Metabolism","3-methylglutaconate",1267861,"HMDB0000522",1551553,NA,5.03061236346474,0.194255808280749,2.16139312163066e-07,0.213669518094631,-0.184502764954149,0.0607786868489376,5.65564533493356e-05,0.000169669360048,"HMDB0000522","3-Methylglutaconic acid","HMDB0000522","1551553","37245",NA,"5507","C\C(CC(O)=O)=C/C(O)=O",1
"3'-dephospho-CoA-glutathione*","100020899","Amino Acid","Glutathione Metabolism","3'-dephospho-CoA-glutathione*",NA,NA,NA,NA,5.45112651750288,0.225247024361064,0.00525742217146186,0.225195069922778,-0.166529457392787,0.151671229321773,0.0355782448672203,1,NA,NA,NA,NA,NA,NA,NA,NA,0
"4-guanidinobutanoate","100000096","Amino Acid","Guanidino and Acetamido Metabolism","4-guanidinobutanoate",486,"HMDB0003464",500,"C01035",2.12658028962797,0.092827926291692,0.0123483937982753,0.0888194350080776,0.0788561236002036,-0.0489768891454452,0.0629447346210786,1,"HMDB0003464","4-Guanidinobutanoic acid","HMDB0003464","500","15728","C01035","6938","NC(=N)NCCCC(O)=O",1
"5-(galactosylhydroxy)-L-lysine","100002462","Amino Acid","Lysine Metabolism","5-(galactosylhydroxy)-L-lysine",NA,NA,66995551,NA,4.49032967455769,0.0857745808426191,0.0181362380850564,0.0889255943587247,-0.0836684699705305,-0.0188908933488452,0.077995739413814,1,NA,"5-(Galactosylhydroxy)-L-Lysine","HMDB0242167","66995551","NA","NA","NA","[H][C@](N)(CCC([H])(CN)OC1([H])O[C@]([H])(CO)[C@]([H])(O)[C@]([H])(O)[C@@]1([H])O)C(O)=O",1
"5-methylthioadenosine (MTA)","212","Amino Acid","Polyamine Metabolism","5-methylthioadenosine (MTA)",388321,"HMDB0001173",439176,"C00170",4.80071993415998,0.172079087919289,0.00122810478917051,0.194610562332426,-0.171408213017927,0.0151801518152927,0.0148317270692131,0.96406225949885,"HMDB0001173","5'-Methylthioadenosine","HMDB0001173","439176","17509","C00170","3425","CSC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C1N=CN=C2N",1
"5,6-dihydrouridine","100001425","Nucleotide","Pyrimidine Metabolism, Uracil containing","5,6-dihydrouridine",85115,"HMDB0000497",94312,NA,4.93571386560768,0.211490917756718,0.00234691848143248,0.229384789616911,-0.206238851286654,0.0468395614149004,0.0222884367504182,1,"HMDB0000497","5,6-Dihydrouridine","HMDB0000497","94312","23774",NA,"5483","OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1CCC(=O)NC1=O",1
"7-dehydrocholesterol","264","Lipid","Sterol","7-dehydrocholesterol",388534,"HMDB0000032",439423,"C01164",2.27857862495759,0.376108557907651,0.0178963299801089,0.295952122746468,0.285769382063312,-0.244527110166799,0.077995739413814,1,"HMDB0000032","7-Dehydrocholesterol","HMDB0000032","439423","17759","C01164","5101","[H][C@@]1(CC[C@@]2([H])C3=CC=C4C[C@@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCCC(C)C",1
"7-methylguanine","100001456","Nucleotide","Purine Metabolism, Guanine containing","7-methylguanine",10883,"HMDB0000897",135398679,"C02242",5.63287883498639,0.0899150426814838,0.021888066495723,0.0918543941201714,-0.0544372961977952,0.0715632285680752,0.0876639397915436,1,"HMDB0000897","7-Methylguanine","HMDB0000897","11361","28664","C02242",NA,"CN1C=NC2=C1C(=O)N=C(N)N2",1
"acetyl-CoA","1830","Lipid","Fatty Acid Metabolism","acetyl CoA",392413,"HMDB0001206",444493,"C00024",5.4198643515069,0.203274508364346,0.0084055573584249,0.195092430153427,-0.154489662203267,0.132111581714424,0.0488767594545448,1,"HMDB0001206","Acetyl-CoA","HMDB0001206","444493","15351","C00024","6082","CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N",1
"acetylcarnitine (C2)","100000802","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Short Chain)","acetylcarnitine (C2)",5406074,"HMDB0000201",7045767,"C02571",4.8974735505886,0.134866556579393,0.00049552992568516,0.140501896126259,-0.132563128947959,0.0248194465512313,0.00762727434633053,0.388990991662857,"HMDB0000201","L-Acetylcarnitine","HMDB0000201","7045767","57589","C02571","5213","CC(=O)O[C@H](CC(O)=O)C[N+](C)(C)C",1
"acisoga","100004541","Amino Acid","Polyamine Metabolism","acisoga",114601,"HMDB0061384",129397,NA,5.11327999693649,0.342179942781854,2.36145118972212e-06,0.45486221084086,-0.315049744157682,0.133531913595111,0.00030895653065531,0.00185373918393186,"HMDB0061384","N-(3-acetamidopropyl)pyrrolidin-2-one","HMDB0061384","129397","133185",NA,NA,"CC(=O)NCCCN1CCCC1=O",1
"adenine","880","Nucleotide","Purine Metabolism, Adenine containing","adenine",185,"HMDB0000034",190,"C00147",4.80060910675235,0.151495393358246,0.00581824929261365,0.167952579173025,-0.150906247138144,0.0133476133990808,0.0377464933446423,1,"HMDB0000034","Adenine","HMDB0000034","190","16708","C00147","85","NC1=C2NC=NC2=NC=N1",1
"adenosine 5'-diphosphoribose (ADP-ribose)","215","Cofactors and Vitamins","Nicotinate and Nicotinamide Metabolism","adenosine 5'-diphosphoribose (ADP-ribose)",3674071,"HMDB0001178",192,"C00301",0.593439572883506,0.141281209689946,0.017750800080779,0.135692136445191,0.0790066857258313,0.117125248439754,0.0778456875050923,1,"HMDB0001178","Adenosine diphosphate ribose","HMDB0001178","192","16960","C00301","6059","NC1=C2N=CN(C3OC(COP(O)(=O)OP(O)(=O)OCC4OC(O)C(O)C4O)C(O)C3O)C2=NC=N1",1
"adenosine-5'-diphosphoglucose","100001644","Carbohydrate","Nucleotide Sugar","adenosine-5'-diphosphoglucose",193,"HMDB0006557",16500,"C00498",5.58438138661897,0.203123489700978,0.00326286272971639,0.23800226646799,-0.130669831392799,0.155513816852654,0.0269615499244986,1,"HMDB0006557","ADP-glucose","HMDB0006557","16500","15751","C00498",NA,"NC1=C2N=CN([C@@H]3O[C@H](COP(O)(=O)OP(O)(=O)O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@@H](O)[C@H]3O)C2=NC=N1",1
"allo-threonine","100000272","Amino Acid","Glycine, Serine and Threonine Metabolism","allo-threonine",89699,"HMDB0004041",99289,"C05519",4.98094490760457,0.144552199468767,0.00881637297976366,0.166320894514404,-0.139370736133563,0.0383553944165195,0.050733005313936,1,"HMDB0004041","L-Allothreonine","HMDB0004041","99289","28718","C05519","7007","C[C@H](O)[C@H](N)C(O)=O",1
"alpha-hydroxyisovalerate","100001300","Amino Acid","Leucine, Isoleucine and Valine Metabolism","alpha-hydroxyisovalerate",90190,"HMDB0000407",99823,NA,5.30191179783239,0.308431104301612,2.44336125835544e-05,0.332216469297175,-0.256369806152212,0.171476729016474,0.00137002756272073,0.0191803858780902,"HMDB0000407","2-Hydroxy-3-methylbutyric acid","HMDB0000407","99823","60645",NA,"5396","CC(C)C(O)C(O)=O",1
"alpha-tocopherol","1105","Cofactors and Vitamins","Tocopherol Metabolism","alpha-tocopherol",14265,"HMDB0001893",86472,"C02477",4.73729075800834,0.183965378807855,0.00398925315840331,0.20350009552392,-0.183908343424867,0.00458059151626399,0.0301111897052558,1,"HMDB0001893","alpha-Tocopherol","HMDB0001893","14985","18145","C02477","6376","CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@]1(C)CCC2=C(C)C(O)=C(C)C(C)=C2O1",1
"AMP","209","Nucleotide","Purine Metabolism, Adenine containing","adenosine 5'-monophosphate (AMP)",10239183,"HMDB0000045",6083,"C00020",5.56167463298562,0.154293121026152,0.00041616221017023,0.167903343283367,-0.101913638706571,0.115844626295643,0.00680598614549237,0.326687334983634,"HMDB0000045","Adenosine monophosphate","HMDB0000045","6083","16027","C00020","5111","NC1=C2N=CN([C@@H]3O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]3O)C2=NC=N1",1
"arabinose","828","Carbohydrate","Pentose Metabolism","arabinose",59687,"HMDB0029942",66308,"C00216",5.03433573722278,0.102566908081407,0.00986378157636921,0.107607348108661,-0.0972971470277721,0.0324535947721655,0.0545286516721819,1,"HMDB0029942","D-Arabinose","HMDB0029942","444173","46996","C00216",NA,"O[C@@H]1CO[C@@H](O)[C@@H](O)[C@@H]1O",1
"arachidonoylcarnitine (C20:4)","100015837","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Polyunsaturated)","arachidonoylcarnitine (C20:4)",NA,"HMDB0006455",136212424,NA,4.28134968930037,0.184274858090592,0.010391743127958,0.175152644494316,-0.167419606982411,-0.0769928472142908,0.056258747278945,1,"HMDB0006455","Arachidonoylcarnitine","HMDB0006455","136212424",NA,NA,NA,"CCCCC\C=C/C\C=C/C\C=C/C\C=C/CCCC(=O)O[C@H](CC(O)=O)C[N+](C)(C)C",1
"arachidoylcarnitine (C20)*","100015833","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)","arachidoylcarnitine (C20)*",28639199,"HMDB0006460",53477833,NA,4.73548140366994,0.157623834137155,0.00045261950777602,0.162772781857617,-0.157581808760808,0.00363959280272918,0.00710612627208359,0.35530631360418,"HMDB0006460","Arachidyl carnitine","HMDB0006460","53477833","73100",NA,NA,"CCCCCCCCCCCCCCCCCCCC(=O)OC(CC([O-])=O)C[N+](C)(C)C",1
"argininate*","100002769","Amino Acid","Urea cycle; Arginine and Proline Metabolism","argininate*",140984,"HMDB0003148",160437,NA,1.74987641438884,0.160528245605613,0.0012863769771544,0.14469025985438,0.15796107276614,-0.0285940051022299,0.0151244198458773,1,"HMDB0003148","Argininic acid","HMDB0003148","160437",NA,NA,NA,"NC(=N)NCCC[C@H](O)C(O)=O",1
